url,page,id,section,tabs,section_title,section_subtitle,chart_title,chart_subtitle,footnote,source
/energy/fuel-sources/solar/irradiance,energy-solar-irradiance,,solar-irradiance-section,,Solar Irradiance,,,,The monthly mean solar irradiance is extracted from the VEDAS solar calculator tool across the country for visualisation using GIS-based interpolation techniques.,VEDAS (Visualisation of Earth Data and Archival System) - ISRO
/energy/fuel-sources/solar/irradiance,energy-solar-irradiance,download-india-map-section,,,,,Location wise Solar Irradiance,,,
/energy/fuel-sources/solar/irradiance,energy-solar-irradiance,monthlyInsolation,,,,,Monthly Insolation [Average: 2009–2023]<br> for,,,
/energy/fuel-sources/solar/irradiance,energy-solar-irradiance,dailyAvgInsolation,,,,,Daily Average Solar Insolation [Average: 2014–2017]<br> for,,,
/energy/fuel-sources/solar/irradiance,energy-solar-irradiance,Insolation,,,,,Monthly Insolation for,,,
/energy/fuel-sources/wind/potential,energy-wind-potential,india-state-map,wind-resource-potential,,,,State-wise Wind Potential,,"Note: ER- Eastern Region, NER- North Eastern Region, NR- Northern Region, SR- Southern Region, and WR- Western Region.",MNRE & NIWE
/energy/fuel-sources/wind/potential,energy-wind-potential,india-state-map,wind-resource-potential,,,,State-wise Wind Potential,,NIWE has assessed an offshore potential of 71 GW and identified zones near the coast of Gujarat with 36 GW and Tamil Nadu with nearly 35 GW.,MNRE & NIWE
/energy/fuel-sources/wind/speed,energy-wind-speed,,wind-speed,,Wind Speed,,,,* The wind data over oceans has been generated using QUIKSCAT (1999-2010) and OSCAT (2010-2014) scatterometer products at 10 m height above the sea surface. </br>*The wind data over land are Surface winds forecast at 5 km spatial resolution from WRF model.,"<a target=""_blank"" href=""https://vedas.sac.gov.in/renewable-energy/index.html""> VEDAS</a>"
/energy/fuel-sources/wind/speed,energy-wind-speed,map,,,,,Location wise Wind Speed & Direction,,,
/energy/fuel-sources/wind/speed,energy-wind-speed,multi-type-chart-monthly-speed,,,,,Monthly Speed & Direction <br>,,,
/energy/fuel-sources/hydro/potential,energy-hydro-potential,india-state-map,hydro-resource-potential,,,,State-wise Large Hydro and Pumped Storage Potential,,"Note: ER- Eastern Region, NER- North Eastern Region, NR- Northern Region, SR- Southern Region, and WR- Western Region.",MoSPI- Energy Statistics & PIB
/energy/fuel-sources/hydro/technology,energy-hydro-technology,pie-chart-cap-tech-pie,hydro-capacity-share-by-technology,,,,Large Hydro Capacity Share by Technology Type,,,CEA
/energy/fuel-sources/nuclear/technology,energy-nuclear-technology,pie-chart-cap-tech-pie,nuclear-capacity-share-by-technology,,,,Nuclear Capacity Share by Technology Type,,,NPCIL
/energy/fuel-sources/others/bio-energy/bio-fuel,energy-others-bioFuels,dual-axis-chart-ethanol-blending,,,,,Ethanol Blending with Petrol,,"Data is based on Ethanol Supply Year (ESY), reported year-wise.<br/>
ESY for 2022-23 taken for Dec'22-Oct'23 & thereafter changed to ethanol supplies between 1st November of current year to 31st October of the following year.<br/>
*ESY for 2024-25 is for Nov'24-Mar'25",MoPNG & PPAC
/energy/fuel-sources/others/bio-energy/bio-fuel,energy-others-bioFuels,download-ethanol-contribution,,,,,Ethanol Contribution from Different Feedstocks (%),,,MoPNG & PPAC
/energy/fuel-sources/others/bio-energy/bio-fuel,energy-others-bioFuels,state-wise-biomass-usage,,,State-wise details of Biomass Usage in Thermal Power Plants (up to May 2023),,,,,Lok Sabha Question Answer (Ministry of Power)
/energy/fuel-sources/others/bio-energy/potential,energy-bio-energy-potential,india-state-map,bio-energy-resource-potential,,,,State-wise Biopower Potential (Biomass & Cogeneration-bagasse) Potential,,"Note: ER- Eastern Region, NER- North Eastern Region, NR- Northern Region, SR- Southern Region, and WR- Western Region.",MoSPI- Energy Statistics
/energy/fuel-sources/others/small-hydro/potential,energy-small-hydro-potential,india-state-map,small-hydro-resource-potential,,,,State-wise Small Hydro Potential,,,MoSPI- Energy Statistics
/energy/end-use/industry/,energy-end-use-industry,indiaPlantMap,,,,,Industry Mapping in India,,,Indian Bureau of Mines & Department of Fertilisers
/energy/end-use/industry/,energy-end-use-industry,industrial-production,,,,,Aggregate Energy Intensive Industrial Production,,,Multiple data sources
/energy/end-use/industry/,energy-end-use-industry,stacked-area-chart-energy-sector-consumption,energy-consumption,,,,Energy and Fuel Consumption in the Energy Intensive Industries,,,The figures are calculated based on actual data from various ministries
/energy/end-use/industry/,energy-end-use-industry,fuel-consumption-chart,fuel-consumption,,Energy and Fuel Consumption in the Energy Intensive Industries,,,,,
/energy/end-use/industry/,energy-end-use-industry,fuel-consumption-chart,stacked-bar,,,,Industry-wise {{selectedFuelType}} Consumption Trends,,,
/energy/end-use/industry/,energy-end-use-industry,fuel-consumption-chart,tree-map,Coal,,,Coal Consumption in {{latestYear}} Qty in Million Tonnes,,,MoC
/energy/end-use/industry/,energy-end-use-industry,fuel-consumption-chart,tree-map,Oil,,,Petroleum Product Consumption in {{latestYear}} in Thousand Metric Tonnes (TMT),,,MoPNG
/energy/end-use/industry/,energy-end-use-industry,fuel-consumption-chart,tree-map,Gas,,,,,,MoPNG
/energy/end-use/industry/,energy-end-use-industry,fuel-consumption-chart,stacked-bar,Electricity,,,Industrial Electricity Consumption Trends,,,CEA
/energy/end-use/industry/aluminium,energy-end-use-industry-aluminium,industrial-capacity-and-production,,,,,{{selectedSubType}} Production & Capacity in India,,,Indian Bureau of Mines
/energy/end-use/industry/aluminium,energy-end-use-industry-aluminium,bar-chart-label-tradeChart,,Quantity,,,{{selectedSubType}} Import and Export Trends - Quantity,,,Indian Bureau of Mines
/energy/end-use/industry/aluminium,energy-end-use-industry-aluminium,bar-chart-label-tradeChart,,Amount,,,{{selectedSubType}} Import and Export Trends - Amount,,,Indian Bureau of Mines
/energy/end-use/industry/aluminium,energy-end-use-industry-aluminium,fuel-consumption-chart,,,Fuel Consumption in Aluminium Industry,,,,,
/energy/end-use/industry/aluminium,energy-end-use-industry-aluminium,fuel-consumption-chart,area,,,,{{selectedFuelType}} Consumption in Aluminium Industry,,,
/energy/end-use/industry/aluminium,energy-end-use-industry-aluminium,fuel-consumption-chart,tree-map,Coal,,,Coal Consumption in {{latestYear}} Qty in Million Tonnes,,,MoC
/energy/end-use/industry/aluminium,energy-end-use-industry-aluminium,fuel-consumption-chart,tree-map,Oil,,,Petroleum Product Consumption in {{latestYear}} Qty in Thousand Metric Tonnes (TMT),,,MoPNG
/energy/end-use/industry/cement,energy-end-use-industry-cement,industrial-capacity-and-production,,,,,Cement Production & Capacity in India,,,Indian Bureau of Mines
/energy/end-use/industry/cement,energy-end-use-industry-cement,bar-chart-label-tradeChart,,Quantity,,,Cement Import and Export Trends - Quantity,,,Indian Bureau of Mines
/energy/end-use/industry/cement,energy-end-use-industry-cement,bar-chart-label-tradeChart,,Amount,,,Cement Import and Export Trends - Amount,,,Indian Bureau of Mines
/energy/end-use/industry/cement,energy-end-use-industry-cement,cementIronSteelProductConsumption-chart,,,,,Cement Consumption Trends,,,Infomerics Valuation and Rating Private Limited 
/energy/end-use/industry/cement,energy-end-use-industry-cement,fuel-consumption-chart,,,Fuel Consumption in Cement Industry,,,,,
/energy/end-use/industry/cement,energy-end-use-industry-cement,fuel-consumption-chart,area,Coal,,,Coal Consumption in Cement Industry,,,MoC
/energy/end-use/industry/cement,energy-end-use-industry-cement,fuel-consumption-chart,tree-map,Coal,,,Coal Consumption in {{latestYear}} (Qty in Million Tonnes),,,MoC
/energy/end-use/industry/cement,energy-end-use-industry-cement,fuel-consumption-chart,area,Oil,,,Oil Consumption Trends in Cement Industry,,,MoPNG
/energy/end-use/industry/cement,energy-end-use-industry-cement,fuel-consumption-chart,tree-map,Oil,,,Petroleum Product Consumption in {{latestYear}} Qty in Thousand Metric Tonnes (TMT),,,MoPNG
/energy/end-use/industry/chemicals-and-petrochemicals,energy-end-use-industry-chemicals-and-petrochemicals,industrial-capacity-and-production,,,,,Chemicals & Petrochemicals Production & Capacity in India,,,Department of Chemicals and Petrochemicals
/energy/end-use/industry/chemicals-and-petrochemicals,energy-end-use-industry-chemicals-and-petrochemicals,bar-chart-label-tradeChart,,Quantity,,,{{selectedSubType}} Import and Export Trends - Quantity,,,Department of Chemicals and Petrochemicals
/energy/end-use/industry/chemicals-and-petrochemicals,energy-end-use-industry-chemicals-and-petrochemicals,bar-chart-label-tradeChart,,Amount,,,{{selectedSubType}} Import and Export Trends - Amount,,,Department of Chemicals and Petrochemicals
/energy/end-use/industry/chemicals-and-petrochemicals,energy-end-use-industry-chemicals-and-petrochemicals,chemicalProductConsumption-chart,,,,,Chemical & Petrochemical Consumption Trends,,,Department of Chemicals and Petrochemicals
/energy/end-use/industry/chemicals-and-petrochemicals,energy-end-use-industry-chemicals-and-petrochemicals,chemicalProductConsumption-chart,pie-1,,,,Major Chemicals Product Share in {{latestYear}},,,Department of Chemicals and Petrochemicals
/energy/end-use/industry/chemicals-and-petrochemicals,energy-end-use-industry-chemicals-and-petrochemicals,chemicalProductConsumption-chart,pie-2,,,,Major Petrochemicals Product Share in {{latestYear}},,,Department of Chemicals and Petrochemicals
/energy/end-use/industry/chemicals-and-petrochemicals,energy-end-use-industry-chemicals-and-petrochemicals,fuel-consumption-chart,,,Fuel Consumption in Chemicals & Petrochemicals Industry,,,,,
/energy/end-use/industry/chemicals-and-petrochemicals,energy-end-use-industry-chemicals-and-petrochemicals,fuel-consumption-chart,area,Coal,,,Coal Consumption Trends in Chemicals & Petrochemicals Industry,,,MoC
/energy/end-use/industry/chemicals-and-petrochemicals,energy-end-use-industry-chemicals-and-petrochemicals,fuel-consumption-chart,tree-map,Coal,,,Coal Consumption in {{latestYear}} Qty in Million Tonnes,,,MoC
/energy/end-use/industry/chemicals-and-petrochemicals,energy-end-use-industry-chemicals-and-petrochemicals,fuel-consumption-chart,area,Oil,,,Oil Consumption Trends in Chemicals & Petrochemicals Industry,,,MoPNG
/energy/end-use/industry/chemicals-and-petrochemicals,energy-end-use-industry-chemicals-and-petrochemicals,fuel-consumption-chart,tree-map,Oil,,,Petroleum Product Consumption in {{latestYear}} Qty in Thousand Metric Tonnes (TMT),,,MoPNG
/energy/end-use/industry/fertiliser,energy-end-use-industry-fertiliser,industrial-capacity-and-production,,,,,Fertiliser Production & Capacity in India,,,Department of Fertilisers
/energy/end-use/industry/fertiliser,energy-end-use-industry-fertiliser,bar-chart-label-tradeChart,,,,,Fertiliser Import Trends - Quantity,,,Department of Fertilisers
/energy/end-use/industry/fertiliser,energy-end-use-industry-fertiliser,stacked-bar-chart-product-consumption,,,,,Fertiliser Products Consumption Trends,,,Department of Fertilisers
/energy/end-use/industry/fertiliser,energy-end-use-industry-fertiliser,fuel-consumption-chart,,,Fuel Consumption in Fertiliser Industry,,,,,
/energy/end-use/industry/fertiliser,energy-end-use-industry-fertiliser,fuel-consumption-chart,area,Coal,,,Coal Consumption Trends in Fertiliser Industry,,,MoC
/energy/end-use/industry/fertiliser,energy-end-use-industry-fertiliser,fuel-consumption-chart,tree-map,Coal,,,Coal Consumption in {{latestYear}} Qty in Million Tonnes,,,MoC
/energy/end-use/industry/fertiliser,energy-end-use-industry-fertiliser,fuel-consumption-chart,area,Oil,,,Oil Consumption Trends in Fertiliser Industry,,,MoPNG
/energy/end-use/industry/fertiliser,energy-end-use-industry-fertiliser,fuel-consumption-chart,tree-map,Oil,,,Petroleum Product Consumption in {{latestYear}} Qty in Thousand Metric Tonnes (TMT),,,MoPNG
/energy/end-use/industry/fertiliser,energy-end-use-industry-fertiliser,fuel-consumption-chart,area,Gas,,,Gas Consumption Trends in Fertiliser Industry,,,MoPNG
/energy/end-use/industry/iron-and-steel,energy-end-use-industry-iron-and-steel,industrial-capacity-and-production,,,,,Iron & Steel Production & Capacity in India,,,Indian Bureau of Mines & Joint Plant Committee
/energy/end-use/industry/iron-and-steel,energy-end-use-industry-iron-and-steel,bar-chart-label-tradeChart,,Quantity,,,Iron and Steel Import and Export Trends - Quantity,,,Indian Bureau of Mines
/energy/end-use/industry/iron-and-steel,energy-end-use-industry-iron-and-steel,bar-chart-label-tradeChart,,Amount,,,Iron and Steel Import and Export Trends - Amount,,,Indian Bureau of Mines
/energy/end-use/industry/iron-and-steel,energy-end-use-industry-iron-and-steel,cementIronSteelProductConsumption-chart,,,,,Finished Steel Consumption Trends,,,Indian Bureau of Mines & Joint Plant Committee
/energy/end-use/industry/iron-and-steel,energy-end-use-industry-iron-and-steel,fuel-consumption-chart,,,Fuel Consumption in Iron & Steel Industry,,,,,
/energy/end-use/industry/iron-and-steel,energy-end-use-industry-iron-and-steel,fuel-consumption-chart,area,Coal,,,Coal Consumption Trends in Iron & Steel Industry,,,MoC
/energy/end-use/industry/iron-and-steel,energy-end-use-industry-iron-and-steel,fuel-consumption-chart,tree-map,Coal,,,Coal Consumption in {{latestYear}} Qty in Million Tonnes,,,MoC
/energy/end-use/industry/iron-and-steel,energy-end-use-industry-iron-and-steel,fuel-consumption-chart,area,Oil,,,Oil Consumption Trends in Iron & Steel Industry,,,MoPNG
/energy/end-use/industry/iron-and-steel,energy-end-use-industry-iron-and-steel,fuel-consumption-chart,tree-map,Oil,,,Petroleum Product Consumption in {{latestYear}} Qty in Thousand Metric Tonnes (TMT),,,MoPNG
/energy/end-use/industry/iron-and-steel,energy-end-use-industry-iron-and-steel,fuel-consumption-chart,area,Gas,,,Gas Consumption Trends in Iron & Steel Industry,,,MoPNG
/energy/end-use/industry/pulp-and-paper,energy-end-use-industry-pulp-and-paper,industrial-capacity-and-production,,,,,Pulp & Paper Production & Capacity in India,,,Central Pulp & Paper Research Institute
/energy/end-use/industry/pulp-and-paper,energy-end-use-industry-pulp-and-paper,bar-chart-label-tradeChart,,,,,Pulp & Paper Import & Export Trends - Quantity,,,Central Pulp & Paper Research Institute
/energy/end-use/industry/pulp-and-paper,energy-end-use-industry-pulp-and-paper,stacked-bar-chart-product-consumption,,,,,Pulp & Paper Consumption Trends,,,Central Pulp & Paper Research Institute
/energy/end-use/industry/pulp-and-paper,energy-end-use-industry-pulp-and-paper,fuel-consumption-chart,,,Fuel Consumption in Pulp & Paper Industry,,,,,MoC
/energy/end-use/industry/pulp-and-paper,energy-end-use-industry-pulp-and-paper,fuel-consumption-chart,area,Coal,,,Coal Consumption Trends in Pulp & Paper Industry,,,
/energy/end-use/industry/pulp-and-paper,energy-end-use-industry-pulp-and-paper,fuel-consumption-chart,tree-map,Coal,,,Coal Consumption in {{latestYear}} Qty in Million Tonnes,,,
/energy/end-use/industry/textile,energy-end-use-industry-textile,textileInfo-chart,,,,,Textile Industrial Production,,,Ministry of Textile
/energy/end-use/industry/textile,energy-end-use-industry-textile,industrial-capacity-and-production,,,,,{{selectedSubTYpe}} Production in India,,,Ministry of Textile
/energy/end-use/industry/textile,energy-end-use-industry-textile,bar-chart-label-tradeChart,,Quantity,,,{{selectedSubTYpe}} Import and Export Trend - Quantity,,,Ministry of Textile
/energy/end-use/industry/textile,energy-end-use-industry-textile,bar-chart-label-tradeChart,,Amount,,,{{selectedSubTYpe}} Import and Export Trend - Amount,,,Ministry of Textile
/energy/end-use/industry/textile,energy-end-use-industry-textile,stacked-bar-chart-product-consumption,,,,,{{selectedSubTYpe}} Consumption Trends,,,Ministry of Textile
/energy/end-use/industry/textile,energy-end-use-industry-textile,fuel-consumption-chart,,,Fuel Consumption in Textile Industry,,,,,
/energy/end-use/industry/textile,energy-end-use-industry-textile,fuel-consumption-chart,area,Coal,,,Coal Consumption Trends in Textile Industry,,,MoC
/energy/end-use/industry/textile,energy-end-use-industry-textile,fuel-consumption-chart,tree-map,Coal,,,Coal Consumption in {{latestYear}} Qty in Million Tonnes,,,MoC
/energy/end-use/industry/textile,energy-end-use-industry-textile,fuel-consumption-chart,area,Oil,,,Oil Consumption Trends in Textile Industry,,,MoPNG
/energy/end-use/industry/textile,energy-end-use-industry-textile,fuel-consumption-chart,tree-map,Oil,,,Petroleum Product Consumption in {{latestYear}} Qty in Thousand Metric Tonnes (TMT),,,MoPNG
/energy/end-use/building,energy-end-use-building,household-metric-table,household-metrics-overview-table,,Household Metrics Overview,,,,,CENSUS & MoSPI- NSSO
/energy/end-use/building,energy-end-use-building,download-domestic-appliance-section,domestic-appliance-section,,Domestic Appliance Production under the Standards and Labelling Program,,,,"The star-wise production data for open-well pumpsets for 2020-21 and microwaves for 2021-22 is not available.</br>
The star-wise production data is not available from the year 2014-15 to 2019-20.",BEE
/energy/end-use/building,energy-end-use-building,appYearTrend,,,,,Domestic Appliance Production in {{selectedYear}},,"The star-wise production data for open-well pumpsets for 2020-21 and microwaves for 2021-22 is not available.</br>
The star-wise production data is not available from the year 2014-15 to 2019-20.",BEE
/energy/end-use/building,energy-end-use-building,TypeChart,,,,,Domestic Appliance Production Trend,,"The star-wise production data for open-well pumpsets for 2020-21 and microwaves for 2021-22 is not available.</br>
The star-wise production data is not available from the year 2014-15 to 2019-20.",BEE
/energy/end-use/building,energy-end-use-building,energychartDivv,,building,,,Building Energy Consumption,,Excluding non-commercial and biomass/biogas consumption.,The figures are calculated based on actual data from various ministries
/energy/end-use/building,energy-end-use-building,oilchartDivv,,building,,,Building Fuel & Electricity Consumption,,,MoPNG & CEA
/energy/end-use/building,energy-end-use-building,energychartDivv,,residential,,,Residential Energy Consumption,,Excluding non-commercial and biomass/biogas consumption.,The figures are calculated based on actual data from various ministries
/energy/end-use/building,energy-end-use-building,oilchartDivv,,residential,,,Residential Fuel & Electricity Consumption,,,MoPNG & CEA
/energy/end-use/building,energy-end-use-building,energychartDivv,,commercial,,,Commercial Energy Consumption,,Excluding non-commercial and biomass/biogas consumption.,The figures are calculated based on actual data from various ministries
/energy/end-use/building,energy-end-use-building,oilchartDivv,,commercial,,,Commercial Fuel & Electricity Consumption,,,MoPNG & CEA
/energy/end-use/transport/road-transport,energy-end-use-transport-road-transport,stacked-bar-chart-transport-yoy-vehicle-chart,,,,,Year-on-Year Vehicle Registration in Road Transport,,"FY 2025-26 data is updated as on 31st May 2025. The data for all the years was downloaded from VAHAN dashboard on 31st May 2025.</br>
<b>HGV</b>:Heavy Goods Vehicle, <b>HMV</b>:Heavy Motor Vehicle, <b>HPV</b>:Heavy Passenger Vehicle, </br>
<b>LGV</b>:Light Goods Vehicle, <b>LMV</b>:Light Motor Vehicle, <b>LPV</b>:Light Passenger Vehicle, </br>
<b>MGV</b>:Medium Goods Vehicle, <b>MMV</b>:Medium Motor Vehicle, <b>MPV</b>:Medium Passenger Vehicle </br>",VAHAN Dashboard
/energy/end-use/transport/road-transport,energy-end-use-transport-road-transport,download-fuelvehicle-registered-section,,,Fuel and Category-wise Vehicle Registration in the Road Transport,,,,"FY 2025-26 data is updated as on 31st May 2025. The data for all the years was downloaded from VAHAN dashboard on 31st May 2025.</br>
<b>HGV</b>:Heavy Goods Vehicle, <b>HMV</b>:Heavy Motor Vehicle, <b>HPV</b>:Heavy Passenger Vehicle, </br>
<b>LGV</b>:Light Goods Vehicle, <b>LMV</b>:Light Motor Vehicle, <b>LPV</b>:Light Passenger Vehicle, </br>
<b>MGV</b>:Medium Goods Vehicle, <b>MMV</b>:Medium Motor Vehicle, <b>MPV</b>:Medium Passenger Vehicle </br>",VAHAN Dashboard
/energy/end-use/transport/road-transport,energy-end-use-transport-road-transport,multi-type-chart-pandFKilo,,,,,Passenger and Freight Kilometers in Road Transport,,,MoRTH
/energy/end-use/transport/road-transport,energy-end-use-transport-road-transport,stacked-area-chart-road-oil-consumption,,,,,Oil Consumption in Road Transport,,"In the Indian Petroleum and Natural Gas Statistics report, diesel consumption reported under road transport is very less, as a significant portion is categorized under the Reseller/Retailer category. According to the Energy Statistics report, approximately 78% of the High-Speed Diesel (HSD) reported in the Reseller/Retailer category is used for road transport. Therefore, to estimate the total diesel consumption in road transport, we combined the reported diesel consumption for road transport with 78% of the diesel consumption from the Reseller/Retailer category.",MoPNG
/energy/end-use/transport/railways,energy-end-use-transport-railways,multi-type-chart-transportRailways1,,route,Railway's Route Electrification Status,,,,,Indian Railways
/energy/end-use/transport/railways,energy-end-use-transport-railways,multi-type-chart-transportRailways,,running track,Railways' Running Track Electrification Status,,,,,Indian Railways
/energy/end-use/transport/railways,energy-end-use-transport-railways,multi-type-chart-passFreight,,,,,Passenger and Freight Kilometers in Railways,,,Indian Railways
/energy/end-use/transport/railways,energy-end-use-transport-railways,stacked-area-chart-railways-fuel-consumption,,oil,,,Oil Consumption by Railways,,,MoPNG
/energy/end-use/transport/railways,energy-end-use-transport-railways,stacked-area-chart-railways-electricity-consumption,,electricity,,,Electricity Consumption by Railways,,,CEA
/energy/end-use/transport/aviation,energy-end-use-transport-aviation,download-aviation-domesticInternational-section,,,Domestic and International Passenger and Freight Movement in Aviation Sector,,,,,Ministry of Civil Aviation
/energy/end-use/transport/aviation,energy-end-use-transport-aviation,multi-type-chart-aviation-domInter,,,,,Passengers (in Millions),,,
/energy/end-use/transport/aviation,energy-end-use-transport-aviation,multi-type-chart-aviation-domInter1,,,,,Freight Movement (in Million Tonnes),,,
/energy/end-use/transport/aviation,energy-end-use-transport-aviation,stacked-area-chart-aviation-fuel-consumption,,,,,Oil Consumption in the Aviation Sector,,,MoPNG
/energy/end-use/transport/shipping,energy-end-use-transport-shipping,multi-type-chart-pandcKilo,,,,,Freight and Cargo Mobility Trends of Inland Waterways in Shipping,,,"Ministry of Ports, Shipping, and Waterways"
/energy/end-use/transport/shipping,energy-end-use-transport-shipping,stacked-area-chart-shipping-fuel-consumption,,,,,Oil Consumption in Shipping,,,MoPNG
/energy/end-use/agriculture,energy-end-use-agriculture,download-state-level-section,state-level-agriculture,,State Level Agriculture and Allied,,,,,RBI
/energy/end-use/agriculture,energy-end-use-agriculture,stateLevelAgricultureMap,,,,,{{dynamicTitle}},,,
/energy/end-use/agriculture,energy-end-use-agriculture,stateLevelAgricultureBar,,,,,{{dynamicTitle}},,,
/energy/end-use/agriculture,energy-end-use-agriculture,irrigationPump,,energised,,,Irrigation Pumpsets in India- Energised,,,CEA
/energy/end-use/agriculture,energy-end-use-agriculture,irrigationPump,,solar,,,Irrigation Pumpsets in India- Solar,,,MoSPI- Energy Statistics
/energy/end-use/agriculture,energy-end-use-agriculture,irrigationPump,,diesel,,,Irrigation Pumpsets in India- Diesel,,,Ministry of Agriculture & Farmers Welfare
/energy/end-use/agriculture,energy-end-use-agriculture,energychartDivv,,,,,Energy Consumption in Agriculture Sector,,,The figures are calculated based on actual data from various ministries
/energy/end-use/agriculture,energy-end-use-agriculture,oilchartDivv,,oil,,,"Fuel and Electricity Consumption in</br>
Agriculture Sector",,"*In the Indian Petroleum and Natural Gas Statistics report, diesel consumption reported under agriculture is less, as a significant portion is categorized under the Reseller/Retailer category. According to the Energy Statistics report, approximately 5% of the High-Speed Diesel (HSD) reported in the Reseller/Retailer category is used in agriculture. Therefore, to estimate the total diesel consumption in the agriculture sector, we have combined the reported diesel consumption for agriculture with 5% of the diesel consumption from the Reseller/Retailer category.",MoPNG & CEA
/energy/end-use/agriculture,energy-end-use-agriculture,oilchartDivv,,electricity,,,"Fuel and Electricity Consumption in</br>
Agriculture Sector",,,MoPNG & CEA
/energy/end-use/agriculture,energy-end-use-agriculture,oilchartDivv,,gas,,,"Fuel and Electricity Consumption in</br>
Agriculture Sector",,,MoPNG & CEA
/energy/electricity/generation,electricity-generation-overview,sources-mix,india-power-overview,installed capacity,India Power Capacity - Overview,,Source-wise Electricity Installed Capacity,(as on 30th April 2025),,CEA & NPP
/energy/electricity/generation,electricity-generation-overview,sources-mix,india-power-overview,generation,India Power Generation - Overview,,Source-wise Electricity Generation,(as on 30th April 2025),,CEA & NPP
/energy/electricity/generation,electricity-generation-overview,stacked-bar-chart-sources-trend,india-power-overview,installed capacity,India Power Capacity - Overview,,Source-wise Electricity Installed Capacity Trends,from 2015-16 to 2025-26 (as on 30th April 2025) (in GW) ,,CEA & NPP
/energy/electricity/generation,electricity-generation-overview,stacked-bar-chart-sources-trend,india-power-overview,generation,India Power Generation - Overview,,Source-wise Electricity Generation Trends,from 2015-16 to 2025-26 (as on 30th April 2025) (in BU),,CEA & NPP
/energy/electricity/generation,electricity-generation-overview,indiaPowerMap,operational,all,India Power Map - Operational,,India Power Map- Operational,As on April 2025,"According to CEA, Coal capacity of 2825 MW, Gas capacity of 4400.84 MW and Nuclear capacity of 100 MW, have been removed temporarily from installed capacity w.e.f. 30.04.2025 due to long-term outages. These units will be moved back to the Operational Category as and when they start generating power again.  </br> The capacity of Gas plants is 10 MW less than the official reported installed capacity and reflecting in the overall installed capacity. </br> Utmost care has been taken to ensure that all maps used in the website conform to Survey of India boundaries. </br> Capacity presented in the graph based on the geographical location of the power plant","MNRE, CEA, & NPCIL"
/energy/electricity/generation,electricity-generation-overview,indiaPowerMap,pipeline,coal,India Power Map - Pipeline,,India Power Map- Pipeline,As on March 2025,"The capacity of Gas plants is 10 MW less than the official reported installed capacity, and reflecting in the overall Installed Capacity for all sources. Refer to Methodology. Utmost care has been taken to ensure that all maps used in the website conform to Survey of India boundaries. </br> Capacity and generation presented in the graph based on the geographical location of the power plant",CEA
/energy/electricity/generation,electricity-generation-overview,indiaPowerMap,pipeline,oil-gas,India Power Map - Pipeline,,India Power Map- Pipeline,As on March 2025,"The capacity of Gas plants is 10 MW less than the official reported installed capacity, and reflecting in the overall Installed Capacity for all sources. Refer to Methodology. Utmost care has been taken to ensure that all maps used in the website conform to Survey of India boundaries. </br> Capacity and generation presented in the graph based on the geographical location of the power plant",CEA
/energy/electricity/generation,electricity-generation-overview,indiaPowerMap,pipeline,hydro,India Power Map - Pipeline,,India Power Map- Pipeline,As on April 2025,"The capacity of Gas plants is 10 MW less than the official reported installed capacity, and reflecting in the overall Installed Capacity for all sources. Refer to Methodology. Utmost care has been taken to ensure that all maps used in the website conform to Survey of India boundaries. </br> Capacity and generation presented in the graph based on the geographical location of the power plant",CEA
/energy/electricity/generation,electricity-generation-overview,indiaPowerMap,pipeline,nuclear,India Power Map - Pipeline,,India Power Map- Pipeline,As on April 2025,"The capacity of Gas plants is 10 MW less than the official reported installed capacity, and reflecting in the overall Installed Capacity for all sources. Refer to Methodology. Utmost care has been taken to ensure that all maps used in the website conform to Survey of India boundaries. </br> Capacity and generation presented in the graph based on the geographical location of the power plant",NPCIL
/energy/electricity/generation,electricity-generation-overview,indiaPowerMap,pipeline,solar,India Power Map - Pipeline,,India Power Map- Pipeline,As on March 2025,"The capacity of Gas plants is 10 MW less than the official reported installed capacity, and reflecting in the overall Installed Capacity for all sources. Refer to Methodology. Utmost care has been taken to ensure that all maps used in the website conform to Survey of India boundaries. </br> Capacity and generation presented in the graph based on the geographical location of the power plant",CEA
/energy/electricity/generation,electricity-generation-overview,indiaPowerMap,pipeline,wind,India Power Map - Pipeline,,India Power Map- Pipeline,As on March 2025,"The capacity of Gas plants is 10 MW less than the official reported installed capacity, and reflecting in the overall Installed Capacity for all sources. Refer to Methodology. Utmost care has been taken to ensure that all maps used in the website conform to Survey of India boundaries. </br> Capacity and generation presented in the graph based on the geographical location of the power plant",CEA
/energy/electricity/generation,electricity-generation-overview,indiaPowerMap,pipeline,storage,India Power Map - Pipeline,,India Power Map- Pipeline,As on April 2025,"The capacity of Gas plants is 10 MW less than the official reported installed capacity, and reflecting in the overall Installed Capacity for all sources. Refer to Methodology. Utmost care has been taken to ensure that all maps used in the website conform to Survey of India boundaries. </br> Capacity and generation presented in the graph based on the geographical location of the power plant",CEA
/energy/electricity/generation,electricity-generation-overview,indiaPowerMap,retired,coal,India Power Map - Retired,,India Power Map- Retired,As on April 2025,"The capacity of Gas plants is 10 MW less than the official reported installed capacity, and reflecting in the overall Installed Capacity for all sources. Refer to Methodology. Utmost care has been taken to ensure that all maps used in the website conform to Survey of India boundaries. </br> Capacity and generation presented in the graph based on the geographical location of the power plant",CEA
